"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"1988-04-05",16,"pH",5.52
"1988-04-05",18,"pH",5.37
"1988-04-26",0,"pH",5.4
"1988-04-26",0,"pH",5.89
"1988-04-26",10,"pH",5.93
"1988-04-26",19,"pH",5.95
"1988-05-26",0,"pH",5.25
"1988-05-26",3,"pH",6.25
"1988-05-26",5,"pH",6.44
"1988-05-26",5,"pH",6.58
"1988-05-26",8,"pH",6.68
"1988-05-26",15,"pH",6.27
"1988-05-26",19,"pH",6.05
"1988-06-23",0,"pH",6.42
"1988-06-23",3,"pH",6.45
"1988-06-23",3,"pH",6.47
"1988-06-23",5,"pH",6.66
"1988-06-23",10,"pH",6.85
"1988-06-23",15,"pH",6.54
"1988-06-23",19,"pH",5.97
"1988-07-21",0,"pH",6.34
"1988-07-21",0,"pH",6.49
"1988-07-21",5,"pH",6.68
"1988-07-21",8,"pH",6.45
"1988-07-21",10,"pH",6.45
"1988-07-21",15,"pH",6.21
"1988-07-21",19,"pH",5.87
"1988-08-17",0,"pH",6.42
"1988-08-17",5,"pH",6.69
"1988-08-17",8,"pH",6.55
"1988-08-17",12,"pH",6.28
"1988-08-17",12,"pH",6.2
"1988-08-17",15,"pH",5.78
"1988-08-17",19,"pH",5.69
"1988-09-13",0,"pH",6.58
"1988-09-13",5,"pH",6.65
"1988-09-13",5,"pH",6.64
"1988-09-13",10,"pH",6.42
"1988-09-13",12,"pH",6.16
"1988-09-13",15,"pH",5.62
"1988-09-13",19,"pH",5.74
"1988-10-11",0,"pH",6.22
"1988-10-11",5,"pH",6.28
"1988-10-11",5,"pH",6.24
"1988-10-11",8,"pH",6
"1988-10-11",12,"pH",5.96
"1988-10-11",15,"pH",5.6
"1988-10-11",19,"pH",6.25
"1988-11-08",0,"pH",6.21
"1988-11-08",10,"pH",6.21
"1988-11-08",19,"pH",5.95
"1988-11-08",19,"pH",5.29
"1989-01-18",0,"pH",6.33
"1989-01-18",10,"pH",6.06
"1989-01-18",18,"pH",5.87
"1989-01-18",18,"pH",5.86
"1989-02-20",0,"pH",6.24
"1989-02-20",0,"pH",6.22
"1989-02-20",10,"pH",5.89
"1989-02-20",19,"pH",5.73
"1989-03-29",0,"pH",6.21
"1989-03-29",0,"pH",6.21
"1989-03-29",10,"pH",5.92
"1989-03-29",19,"pH",5.85
"1989-05-02",0,"pH",5.74
"1989-05-02",0,"pH",6
"1989-05-02",10,"pH",5.87
"1989-05-02",19,"pH",5.76
"1989-06-01",0,"pH",6.56
"1989-06-01",3,"pH",6.59
"1989-06-01",5,"pH",6.61
"1989-06-01",5,"pH",4.83
"1989-06-01",8,"pH",6.69
"1989-06-01",15,"pH",4.89
"1989-06-01",19,"pH",5.85
"1989-06-29",0,"pH",6.5
"1989-06-29",3,"pH",6.54
"1989-06-29",5,"pH",6.65
"1989-06-29",8,"pH",6.62
"1989-06-29",8,"pH",6.66
"1989-06-29",15,"pH",6.2
"1989-06-29",19,"pH",5.98
"1989-07-27",0,"pH",6.15
"1989-07-27",3,"pH",6.55
"1989-07-27",8,"pH",6.45
"1989-07-27",12,"pH",6.44
"1989-07-27",12,"pH",6.42
"1989-07-27",15,"pH",5.96
"1989-07-27",19,"pH",5.68
"1989-08-24",0,"pH",6.76
"1989-08-24",5,"pH",6.74
"1989-08-24",5,"pH",6.85
"1989-08-24",8,"pH",6.7
"1989-08-24",12,"pH",6.46
"1989-08-24",15,"pH",5.94
"1989-08-24",19,"pH",5.64
"1989-09-21",0,"pH",6.48
"1989-09-21",8,"pH",6.55
"1989-09-21",10,"pH",6.52
"1989-09-21",12,"pH",6.57
"1989-09-21",15,"pH",5.81
"1989-09-21",15,"pH",5.59
"1989-09-21",19,"pH",5.8
"1989-10-19",0,"pH",6.2
"1989-10-19",15,"pH",6.11
"1989-10-19",15,"pH",6.17
"1989-10-19",19,"pH",6.23
"1989-11-15",0,"pH",6.02
"1989-11-15",0,"pH",6.19
"1989-11-15",10,"pH",6.23
"1989-11-15",19,"pH",6.2
"1990-01-15",0,"pH",6.41
"1990-01-15",10,"pH",5.99
"1990-01-15",19,"pH",5.84
"1990-01-15",19,"pH",5.82
"1990-02-19",0,"pH",6.39
"1990-02-19",10,"pH",5.94
"1990-02-19",10,"pH",5.91
"1990-02-19",19,"pH",5.69
"1990-03-29",0,"pH",5.89
"1990-03-29",10,"pH",5.88
"1990-03-29",19,"pH",5.87
"1990-03-29",19,"pH",5.86
"1990-05-03",0,"pH",6.53
"1990-05-03",5,"pH",6.55
"1990-05-03",8,"pH",6.6
"1990-05-03",12,"pH",6.33
"1990-05-03",19,"pH",6
"1990-05-03",19,"pH",6
"1990-05-31",0,"pH",6.5
"1990-05-31",3,"pH",6.49
"1990-05-31",3,"pH",6.52
"1990-05-31",8,"pH",6.76
"1990-05-31",10,"pH",6.72
"1990-05-31",15,"pH",6.34
"1990-05-31",19,"pH",6.63
"1990-06-28",0,"pH",6.55
"1990-06-28",5,"pH",6.71
"1990-06-28",8,"pH",6.71
"1990-06-28",10,"pH",6.84
"1990-06-28",15,"pH",6.29
"1990-06-28",15,"pH",6.27
"1990-06-28",19,"pH",5.97
"1990-07-25",0,"pH",6.69
"1990-07-25",5,"pH",6.75
"1990-07-25",10,"pH",6.45
"1990-07-25",12,"pH",6.64
"1990-07-25",12,"pH",6.76
"1990-07-25",15,"pH",6.13
"1990-07-25",19,"pH",5.57
"1990-08-23",0,"pH",6.93
"1990-08-23",8,"pH",6.68
"1990-08-23",10,"pH",6.63
"1990-08-23",10,"pH",6.69
"1990-08-23",12,"pH",6.56
"1990-08-23",15,"pH",5.89
"1990-08-23",19,"pH",5.63
"1990-09-19",0,"pH",6.78
"1990-09-19",10,"pH",6.69
"1990-09-19",12,"pH",6.34
"1990-09-19",12,"pH",6.33
"1990-09-19",15,"pH",5.7
