time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,61.024542252222695,166.5733324686686,-25.07666689554848,81.36727648014158,4.034274401969222,0,0
1979-01-03,60.86020811398824,198.3454157511393,-21.285000228881813,82.1278476584764,5.143271120053561,0,0
1979-01-04,68.00791645050049,176.0016657511393,-21.097500228881813,78.73093278912997,6.106685295711224,0,0.0014210000075399875
1979-01-05,84.7954162756602,151.19416618347168,-24.197084172566708,81.91277746846599,4.7218623392239145,0,0.00197800001129508
1979-01-06,79.84329040845235,160.94291528066,-23.270832443237282,80.95400952655142,5.545062715782519,0,0
1979-01-07,70.40475018819173,200.81541697184244,-18.494582239786762,81.89522170890217,3.131494701721122,0,0.0025029999762773516
1979-01-08,40.5619588692983,194.7387498219808,-20.52541643778481,84.01309794289844,5.062498381964542,0,0.005635999888181686
1979-01-09,78.79524966080983,207.89791552225748,-16.10916430155434,81.47849790260273,5.157682964949314,0,0
1979-01-10,72.48408353328705,187.27583440144858,-20.538751347859677,80.58538984874367,4.419404933824975,0,0
1979-01-11,84.59049963951111,143.68374919891357,-24.393750890096005,76.35370483816544,2.951681704906612,0,3.0700000934302807e-4
1979-01-12,48.68441677093506,234.4658292134603,-16.967918777465798,83.20315193346963,2.7583522866599752,0,0.013457999667152762
1979-01-13,80.05624822775523,219.1812515258789,-15.099165980021136,84.57786454179222,4.9012874553600385,0,0
1979-01-14,93.01495774586995,134.18791516621908,-24.36916643778481,80.36916433143007,5.665976613373963,0,0
1979-01-15,74.97025036811829,189.24916648864746,-23.974169158935524,80.6940724983785,3.528227018224166,0,4.359999869484454e-4
1979-01-16,72.85529208183289,186.08124923706055,-20.11916643778481,83.0402741275175,3.029096244560605,0,0.002172000049613416
1979-01-17,77.2277500629425,228.28041394551596,-14.452082061767555,84.01477215969362,4.932235563447941,0,0.042957000350579616
1979-01-18,84.62141648928325,177.1316655476888,-18.390416208902973,83.52295781412784,3.9843038925328456,0,0.017554000318050385
1979-01-19,48.64079221089681,270.6929187774658,-9.947082265218077,89.02952060565917,5.4241640009797845,0,0.061131000574678185
1979-01-20,66.27825053532918,269.39624722798663,-7.259166463216123,89.48482831924956,2.4908765412112923,0,0.001966000013053417
1979-01-21,48.848124742507935,263.64541562398273,-7.169582112630185,91.27947773392626,4.719662643600692,0,0.0034149999916553496
1979-01-22,77.76004227002461,226.55208524068198,-10.26583328247068,89.05624384014953,3.2451418763382467,0,0.024883999824523925
1979-01-23,74.42137360572815,259.48166783650714,-9.331667327880837,85.91978011140239,6.3791171956269235,0,0.10090499818325042
1979-01-24,102.8343738714854,175.355832417806,-17.84833183288572,83.94852221691646,5.097554948785802,0,0
1979-01-25,97.38649956385295,167.20958264668783,-20.191668574015278,81.71785194176638,3.1297869636280047,0,0.004169000089168549
1979-01-26,74.02099879582723,244.77500089009604,-11.024999999999977,73.79188197979583,2.242093268285476,0,0.018346000276505948
1979-01-27,75.0924170811971,278.7062479654948,-6.8074986775715915,88.86899164289225,4.521910076905147,0,0.005090999931562692
1979-01-28,29.35462510585785,275.98792266845703,-6.968751017252582,88.79796082605347,4.870185432307104,0,0.002333999997936189
1979-01-29,35.46108297506968,266.3262481689453,-8.869581604003884,89.9471144968663,3.228790261218791,0,0
1979-01-30,71.88124834994476,258.0491650899251,-10.2924980163574,86.53582399996215,3.3771022468124716,0,0
1979-01-31,65.06795991460483,249.50291760762533,-11.50166549682615,84.99958332299717,3.6389755985654535,0,0.004169999957084655
1979-02-01,58.35258368651072,238.65874989827475,-12.398748779296852,84.4432842314721,2.473871610967186,0,0.008399999812245368
1979-02-02,36.199457903703056,242.84208488464355,-13.060001118977842,87.46698051813223,2.007527565731682,0,0.024482000023126605
1979-02-03,68.5964582959811,235.05250040690103,-13.887502415974913,81.65293266494744,2.97064184267531,0,0
1979-02-04,111.9346251487732,189.2562510172526,-18.605831527709938,81.03362090344208,7.177586767282636,0,0.006841999888420105
1979-02-05,71.32212313016255,185.46791712443033,-26.568332417805966,80.83888830802212,4.5955537415896455,0,0
1979-02-06,56.89958349863688,245.31208165486655,-16.237916692097958,80.79422289467651,4.871861847003096,0,0.0225519996881485
1979-02-07,93.40391532580058,208.99375089009604,-17.2737475077311,81.50799570720727,4.649192909692725,0,0
1979-02-08,125.222083568573,141.22333272298178,-23.115000152587868,78.60916941730699,4.126712788610788,0,0
1979-02-09,98.676167567571,180.98875045776367,-22.843333307901997,75.39482923430832,3.077606178793555,0,0
1979-02-10,89.13408331076305,187.52208518981934,-22.27749862670896,77.55742121789686,3.660213428742341,0,0.011079999804496764
1979-02-11,81.98879257837932,247.53833643595377,-14.875002288818337,82.09184917342746,2.8833521339668304,0,0.002481000053230673
