"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"2008-09-12",28,"Dissolved oxygen (DO)","0"
"2008-09-12",28,"Specific conductance","153"
"2009-04-30",0,"Phosphate-phosphorus","0.014"
"2009-04-30",NA,"Depth, Secchi disk depth","20"
"2009-08-06",5,"Dissolved oxygen (DO)","8.5"
"2009-08-06",0,"Phosphate-phosphorus","0.017"
"2009-08-06",0,"Inorganic nitrogen (nitrate and nitrite)","ND"
"2009-08-06",5,"Specific conductance","122"
"2009-08-06",0,"pH","8.03"
"2009-08-06",0,"Specific conductance","123."
"2009-08-06",NA,"Depth, Secchi disk depth","23.0"
"2009-08-06",NA,"Depth, Secchi disk depth","23"
"2009-08-06",1,"Temperature, water","21"
"2009-08-06",1,"Dissolved oxygen (DO)","8.5"
"2009-08-06",1,"Specific conductance","122"
"2009-08-06",2,"Temperature, water","20.9"
"2009-08-06",2,"Dissolved oxygen (DO)","8.5"
"2009-08-06",2,"Specific conductance","122"
"2009-08-06",3,"Temperature, water","20.7"
"2009-08-06",3,"Dissolved oxygen (DO)","8.5"
"2009-08-06",3,"Specific conductance","122"
"2009-08-06",4,"Temperature, water","20.7"
"2009-08-06",4,"Dissolved oxygen (DO)","8.5"
"2009-08-06",4,"Specific conductance","122"
"2009-08-06",5,"Temperature, water","20.6"
"2009-08-06",6,"Temperature, water","20.6"
"2009-08-06",6,"Dissolved oxygen (DO)","8.5"
"2009-08-06",6,"Specific conductance","122"
"2009-08-06",7,"Temperature, water","20.6"
"2009-08-06",7,"Dissolved oxygen (DO)","8.5"
"2009-08-06",7,"Specific conductance","122"
"2009-08-06",8,"Temperature, water","20.5"
"2009-08-06",8,"Dissolved oxygen (DO)","8.3"
"2009-08-06",8,"Specific conductance","122"
"2009-08-06",9,"Temperature, water","19.9"
"2009-08-06",9,"Dissolved oxygen (DO)","8"
"2009-08-06",9,"Specific conductance","122"
"2009-08-06",10,"Temperature, water","19.5"
"2009-08-06",10,"Dissolved oxygen (DO)","7.6"
"2009-08-06",10,"Specific conductance","123"
"2009-08-06",11,"Temperature, water","19"
"2009-08-06",11,"Dissolved oxygen (DO)","6.9"
"2009-08-06",11,"Specific conductance","123"
"2009-08-06",12,"Temperature, water","18.4"
"2009-08-06",12,"Dissolved oxygen (DO)","5.8"
"2009-08-06",12,"Specific conductance","123"
"2009-08-06",13,"Temperature, water","16.6"
"2009-08-06",13,"Dissolved oxygen (DO)","3.5"
"2009-08-06",13,"Specific conductance","123"
"2009-08-06",14,"Temperature, water","14.4"
"2009-08-06",14,"Dissolved oxygen (DO)","2.3"
"2009-08-06",14,"Specific conductance","123"
"2009-08-06",15,"Temperature, water","13.4"
"2009-08-06",15,"Dissolved oxygen (DO)","1.4"
"2009-08-06",15,"Specific conductance","123"
"2009-08-06",16,"Temperature, water","13"
"2009-08-06",16,"Dissolved oxygen (DO)",".6"
"2009-08-06",16,"Specific conductance","123"
"2009-08-06",17,"Temperature, water","12.6"
"2009-08-06",17,"Dissolved oxygen (DO)",".3"
"2009-08-06",17,"Specific conductance","123"
"2009-08-06",18,"Temperature, water","12.4"
"2009-08-06",18,"Dissolved oxygen (DO)",".2"
"2009-08-06",18,"Specific conductance","124"
"2009-08-06",20,"Temperature, water","12.1"
"2009-08-06",20,"Dissolved oxygen (DO)",".1"
"2009-08-06",20,"Specific conductance","127"
"2009-08-06",22,"Temperature, water","11.8"
"2009-08-06",22,"Dissolved oxygen (DO)","0"
"2009-08-06",22,"Specific conductance","128"
"2009-08-06",24,"Temperature, water","11.7"
"2009-08-06",24,"Dissolved oxygen (DO)","0"
"2009-08-06",24,"Specific conductance","131"
"2009-08-06",26,"Temperature, water","11.6"
"2009-08-06",26,"Dissolved oxygen (DO)","0"
"2009-08-06",26,"Specific conductance","135"
"2009-08-19",0,"Phosphate-phosphorus","*0.012"
"2009-08-19",NA,"Depth, Secchi disk depth","19.5"
"2009-08-19",NA,"Depth, Secchi disk depth","19.5"
"2009-08-19",0.2,"Temperature, water","21.6"
"2009-08-19",0.2,"Dissolved oxygen (DO)","8.1"
"2009-08-19",0.2,"Specific conductance","122"
"2009-08-19",1,"Temperature, water","21.6"
"2009-08-19",1,"Dissolved oxygen (DO)","8.1"
"2009-08-19",1,"Specific conductance","122"
"2009-08-19",2,"Temperature, water","21.6"
"2009-08-19",2,"Dissolved oxygen (DO)","8.1"
"2009-08-19",2,"Specific conductance","122"
"2009-08-19",3,"Temperature, water","21.6"
"2009-08-19",3,"Dissolved oxygen (DO)","8.1"
"2009-08-19",3,"Specific conductance","122"
"2009-08-19",4,"Temperature, water","21.6"
"2009-08-19",4,"Dissolved oxygen (DO)","8.1"
"2009-08-19",4,"Specific conductance","122"
"2009-08-19",5,"Temperature, water","21.6"
"2009-08-19",5,"Dissolved oxygen (DO)","8.1"
"2009-08-19",5,"Specific conductance","122"
"2009-08-19",6,"Temperature, water","21.6"
"2009-08-19",6,"Dissolved oxygen (DO)","8"
"2009-08-19",6,"Specific conductance","123"
"2009-08-19",7,"Temperature, water","21.6"
"2009-08-19",7,"Dissolved oxygen (DO)","8"
"2009-08-19",7,"Specific conductance","123"
"2009-08-19",8,"Temperature, water","21.6"
"2009-08-19",8,"Dissolved oxygen (DO)","8"
"2009-08-19",8,"Specific conductance","123"
"2009-08-19",9,"Temperature, water","21.6"
"2009-08-19",9,"Dissolved oxygen (DO)","8"
"2009-08-19",9,"Specific conductance","123"
"2009-08-19",10,"Temperature, water","21.2"
"2009-08-19",10,"Dissolved oxygen (DO)","7"
"2009-08-19",10,"Specific conductance","123"
"2009-08-19",11,"Temperature, water","18.9"
"2009-08-19",11,"Dissolved oxygen (DO)","4.7"
"2009-08-19",11,"Specific conductance","123"
"2009-08-19",12,"Temperature, water","18"
"2009-08-19",12,"Dissolved oxygen (DO)","3.6"
"2009-08-19",12,"Specific conductance","123"
"2009-08-19",13,"Temperature, water","17"
"2009-08-19",13,"Dissolved oxygen (DO)","2.2"
"2009-08-19",13,"Specific conductance","123"
"2009-08-19",14,"Temperature, water","14.8"
"2009-08-19",14,"Dissolved oxygen (DO)",".9"
"2009-08-19",14,"Specific conductance","123"
"2009-08-19",15,"Temperature, water","14"
"2009-08-19",15,"Dissolved oxygen (DO)",".5"
"2009-08-19",15,"Specific conductance","123"
"2009-08-19",16,"Temperature, water","13.1"
"2009-08-19",16,"Dissolved oxygen (DO)",".1"
"2009-08-19",16,"Specific conductance","126"
"2009-08-19",18,"Temperature, water","12.7"
"2009-08-19",18,"Dissolved oxygen (DO)",".1"
"2009-08-19",18,"Specific conductance","128"
"2009-08-19",20,"Temperature, water","12.4"
"2009-08-19",20,"Dissolved oxygen (DO)",".1"
"2009-08-19",20,"Specific conductance","130"
"2009-08-19",22,"Temperature, water","12.2"
"2009-08-19",22,"Dissolved oxygen (DO)",".1"
"2009-08-19",22,"Specific conductance","130"
"2009-08-19",24,"Temperature, water","12.1"
"2009-08-19",24,"Dissolved oxygen (DO)","0"
"2009-08-19",24,"Specific conductance","130"
"2009-08-19",26,"Temperature, water","11.9"
"2009-08-19",26,"Dissolved oxygen (DO)","0"
"2009-08-19",26,"Specific conductance","131"
"2009-08-19",28,"Temperature, water","11.8"
"2009-08-19",28,"Dissolved oxygen (DO)","0"
"2009-08-19",28,"Specific conductance","156"
"2009-09-01",0,"Phosphate-phosphorus","0.014"
"2009-09-01",NA,"Depth, Secchi disk depth","20.0"
"2009-09-01",NA,"Depth, Secchi disk depth","20"
"2009-09-01",0.2,"Temperature, water","20"
"2009-09-01",0.2,"Dissolved oxygen (DO)","7.9"
"2009-09-01",0.2,"Specific conductance","122"
"2009-09-01",1,"Temperature, water","20"
"2009-09-01",1,"Dissolved oxygen (DO)","7.9"
"2009-09-01",1,"Specific conductance","122"
"2009-09-01",2,"Temperature, water","19.9"
"2009-09-01",2,"Dissolved oxygen (DO)","7.9"
"2009-09-01",2,"Specific conductance","122"
"2009-09-01",3,"Temperature, water","19.9"
"2009-09-01",3,"Dissolved oxygen (DO)","7.9"
"2009-09-01",3,"Specific conductance","122"
"2009-09-01",4,"Temperature, water","19.9"
"2009-09-01",4,"Dissolved oxygen (DO)","7.9"
"2009-09-01",4,"Specific conductance","122"
"2009-09-01",5,"Temperature, water","19.9"
"2009-09-01",5,"Dissolved oxygen (DO)","7.9"
"2009-09-01",5,"Specific conductance","122"
"2009-09-01",6,"Temperature, water","19.9"
"2009-09-01",6,"Dissolved oxygen (DO)","7.8"
"2009-09-01",6,"Specific conductance","122"
"2009-09-01",7,"Temperature, water","19.8"
"2009-09-01",7,"Dissolved oxygen (DO)","7.8"
"2009-09-01",7,"Specific conductance","122"
"2009-09-01",8,"Temperature, water","19.7"
"2009-09-01",8,"Dissolved oxygen (DO)","7.5"
"2009-09-01",8,"Specific conductance","123"
"2009-09-01",9,"Temperature, water","19.5"
"2009-09-01",9,"Dissolved oxygen (DO)","7.1"
"2009-09-01",9,"Specific conductance","123"
"2009-09-01",10,"Temperature, water","19.4"
"2009-09-01",10,"Dissolved oxygen (DO)","6.7"
"2009-09-01",10,"Specific conductance","123"
"2009-09-01",11,"Temperature, water","19.1"
"2009-09-01",11,"Dissolved oxygen (DO)","5.8"
"2009-09-01",11,"Specific conductance","123"
"2009-09-01",12,"Temperature, water","18.9"
"2009-09-01",12,"Dissolved oxygen (DO)","4.6"
"2009-09-01",12,"Specific conductance","123"
"2009-09-01",13,"Temperature, water","17.9"
"2009-09-01",13,"Dissolved oxygen (DO)","1.8"
"2009-09-01",13,"Specific conductance","124"
"2009-09-01",14,"Temperature, water","15.4"
"2009-09-01",14,"Dissolved oxygen (DO)",".1"
"2009-09-01",14,"Specific conductance","124"
"2009-09-01",15,"Temperature, water","14.2"
"2009-09-01",15,"Dissolved oxygen (DO)",".1"
"2009-09-01",15,"Specific conductance","126"
"2009-09-01",16,"Temperature, water","13.4"
"2009-09-01",16,"Dissolved oxygen (DO)",".1"
"2009-09-01",16,"Specific conductance","128"
"2009-09-01",18,"Temperature, water","12.7"
"2009-09-01",18,"Dissolved oxygen (DO)","0"
"2009-09-01",18,"Specific conductance","130"
"2009-09-01",20,"Temperature, water","12.4"
"2009-09-01",20,"Dissolved oxygen (DO)","0"
"2009-09-01",20,"Specific conductance","133"
"2009-09-01",22,"Temperature, water","12.1"
"2009-09-01",22,"Dissolved oxygen (DO)","0"
"2009-09-01",22,"Specific conductance","134"
"2009-09-01",24,"Temperature, water","12"
"2009-09-01",24,"Dissolved oxygen (DO)","0"
"2009-09-01",24,"Specific conductance","137"
"2009-09-01",26,"Temperature, water","11.9"
"2009-09-01",26,"Dissolved oxygen (DO)","0"
"2009-09-01",26,"Specific conductance","140"
"2009-09-01",27,"Temperature, water","11.8"
"2009-09-01",27,"Dissolved oxygen (DO)","0"
"2009-09-01",27,"Specific conductance","141"
"2009-09-04",0,"Phosphate-phosphorus","ND"
"2010-04-19",0,"Phosphate-phosphorus","0.010"
"2010-04-19",NA,"Depth, Secchi disk depth","23.0"
"2010-07-23",0,"pH","*8.08"
"2010-07-23",0,"Specific conductance","*123."
"2010-07-23",0,"Inorganic nitrogen (nitrate and nitrite)","*ND"
"2010-07-23",0,"Phosphate-phosphorus","*0.010"
"2010-07-23",NA,"Depth, Secchi disk depth","18.0"
"2010-07-23",NA,"Depth, Secchi disk depth","18"
"2010-07-23",1,"Temperature, water","23.8"
"2010-07-23",1,"Dissolved oxygen (DO)","8.2"
"2010-07-23",1,"Specific conductance","122"
"2010-07-23",2,"Temperature, water","23.8"
"2010-07-23",2,"Dissolved oxygen (DO)","8.2"
"2010-07-23",2,"Specific conductance","122"
"2010-07-23",3,"Temperature, water","23.8"
"2010-07-23",3,"Dissolved oxygen (DO)","8.2"
"2010-07-23",3,"Specific conductance","122"
"2010-07-23",4,"Temperature, water","23.8"
"2010-07-23",4,"Dissolved oxygen (DO)","8.2"
"2010-07-23",4,"Specific conductance","122"
"2010-07-23",5,"Temperature, water","23.7"
"2010-07-23",5,"Dissolved oxygen (DO)","8.2"
"2010-07-23",5,"Specific conductance","122"
"2010-07-23",6,"Temperature, water","23.6"
"2010-07-23",6,"Dissolved oxygen (DO)","8.3"
"2010-07-23",6,"Specific conductance","123"
"2010-07-23",7,"Temperature, water","23.6"
"2010-07-23",7,"Dissolved oxygen (DO)","8.2"
"2010-07-23",7,"Specific conductance","123"
"2010-07-23",8,"Temperature, water","22.7"
"2010-07-23",8,"Dissolved oxygen (DO)","7.9"
"2010-07-23",8,"Specific conductance","123"
"2010-07-23",9,"Temperature, water","20.2"
"2010-07-23",9,"Dissolved oxygen (DO)","7.7"
"2010-07-23",9,"Specific conductance","123"
"2010-07-23",10,"Temperature, water","15.6"
"2010-07-23",10,"Dissolved oxygen (DO)","7.2"
"2010-07-23",10,"Specific conductance","124"
"2010-07-23",11,"Temperature, water","14.1"
"2010-07-23",11,"Dissolved oxygen (DO)","6.6"
"2010-07-23",11,"Specific conductance","123"
"2010-07-23",12,"Temperature, water","13.4"
"2010-07-23",12,"Dissolved oxygen (DO)","6.1"
"2010-07-23",12,"Specific conductance","124"
"2010-07-23",13,"Temperature, water","12.6"
"2010-07-23",13,"Dissolved oxygen (DO)","6.8"
"2010-07-23",13,"Specific conductance","123"
"2010-07-23",14,"Temperature, water","12.1"
"2010-07-23",14,"Dissolved oxygen (DO)","6.3"
"2010-07-23",14,"Specific conductance","124"
"2010-07-23",15,"Temperature, water","11.7"
"2010-07-23",15,"Dissolved oxygen (DO)","4.9"
"2010-07-23",15,"Specific conductance","124"
"2010-07-23",16,"Temperature, water","11.6"
"2010-07-23",16,"Dissolved oxygen (DO)","5.1"
"2010-07-23",16,"Specific conductance","124"
"2010-07-23",18,"Temperature, water","11"
"2010-07-23",18,"Dissolved oxygen (DO)","3.4"
"2010-07-23",18,"Specific conductance","125"
"2010-07-23",20,"Temperature, water","10.7"
"2010-07-23",20,"Dissolved oxygen (DO)","2.2"
"2010-07-23",20,"Specific conductance","126"
"2010-07-23",22,"Temperature, water","10.5"
"2010-07-23",22,"Dissolved oxygen (DO)","1"
"2010-07-23",22,"Specific conductance","128"
"2010-07-23",24,"Temperature, water","10.4"
"2010-07-23",24,"Dissolved oxygen (DO)",".7"
"2010-07-23",24,"Specific conductance","130"
"2010-07-23",26,"Temperature, water","10.3"
"2010-07-23",26,"Dissolved oxygen (DO)",".2"
"2010-07-23",26,"Specific conductance","131"
"2010-08-17",0,"Phosphate-phosphorus","0.009"
"2010-08-17",NA,"Depth, Secchi disk depth","20.0"
"2010-09-10",0,"Phosphate-phosphorus","0.012"
"2010-09-10",NA,"Depth, Secchi disk depth","18.0"
"2010-09-10",4,"Dissolved oxygen (DO)","7.8"
"2010-09-10",3,"Dissolved oxygen (DO)","7.8"
"2010-09-10",3,"Specific conductance","123"
"2012-07-30",4,"Dissolved oxygen (DO)","8"
"2010-09-10",4,"Temperature, water","18.8"
"2010-09-10",4,"Specific conductance","123"
"2010-09-10",5,"Temperature, water","18.8"
"2010-09-10",5,"Dissolved oxygen (DO)","7.8"
"2010-09-10",5,"Specific conductance","123"
"2010-09-10",6,"Temperature, water","18.8"
"2010-09-10",6,"Dissolved oxygen (DO)","7.7"
"2010-09-10",6,"Specific conductance","123"
"2010-09-10",7,"Temperature, water","18.8"
"2010-09-10",7,"Dissolved oxygen (DO)","7.7"
"2010-09-10",7,"Specific conductance","123"
"2010-09-10",8,"Temperature, water","18.7"
"2010-09-10",8,"Dissolved oxygen (DO)","7.6"
"2010-09-10",8,"Specific conductance","123"
"2010-09-10",9,"Temperature, water","18.7"
"2010-09-10",9,"Dissolved oxygen (DO)","7.5"
"2010-09-10",9,"Specific conductance","123"
"2010-09-10",10,"Temperature, water","18.7"
"2010-09-10",10,"Dissolved oxygen (DO)","7.5"
"2010-09-10",10,"Specific conductance","123"
"2010-09-10",11,"Temperature, water","18.3"
"2010-09-10",11,"Dissolved oxygen (DO)","6.6"
"2010-09-10",11,"Specific conductance","123"
"2010-09-10",12,"Temperature, water","18"
"2010-09-10",12,"Dissolved oxygen (DO)","5.5"
"2010-09-10",12,"Specific conductance","124"
"2010-09-10",13,"Temperature, water","16.9"
"2010-09-10",13,"Dissolved oxygen (DO)","3.9"
"2010-09-10",13,"Specific conductance","125"
"2010-09-10",14,"Temperature, water","13.7"
"2010-09-10",14,"Dissolved oxygen (DO)",".9"
"2010-09-10",14,"Specific conductance","126"
"2010-09-10",15,"Temperature, water","12.2"
"2010-09-10",15,"Dissolved oxygen (DO)",".4"
"2010-09-10",15,"Specific conductance","126"
"2010-09-10",16,"Temperature, water","11.7"
"2010-09-10",16,"Dissolved oxygen (DO)",".2"
"2010-09-10",16,"Specific conductance","127"
"2010-09-10",18,"Temperature, water","11.2"
"2010-09-10",18,"Dissolved oxygen (DO)",".1"
"2010-09-10",18,"Specific conductance","129"
"2010-09-10",20,"Temperature, water","11"
"2010-09-10",20,"Dissolved oxygen (DO)",".1"
"2010-09-10",20,"Specific conductance","132"
"2010-09-10",22,"Temperature, water","10.8"
"2010-09-10",22,"Dissolved oxygen (DO)",".1"
"2010-09-10",22,"Specific conductance","132"
"2010-09-10",24,"Temperature, water","10.7"
"2010-09-10",24,"Dissolved oxygen (DO)",".1"
"2010-09-10",24,"Specific conductance","135"
"2010-09-10",26,"Temperature, water","10.6"
"2010-09-10",26,"Dissolved oxygen (DO)",".1"
"2010-09-10",26,"Specific conductance","138"
"2010-09-10",1,"Temperature, water","18.8"
"2010-09-10",0.2,"Temperature, water","18.8"
"2010-09-10",0.2,"Dissolved oxygen (DO)","7.8"
"2010-09-10",0.2,"Specific conductance","123"
"2010-09-10",1,"Dissolved oxygen (DO)","7.8"
"2010-09-10",1,"Specific conductance","123"
"2010-09-10",0.2,"Temperature, water","18.8"
"2010-09-10",0.2,"Dissolved oxygen (DO)","7.8"
"2010-09-10",0.2,"Specific conductance","123"
"2010-09-10",1,"Temperature, water","18.8"
"2010-09-10",1,"Dissolved oxygen (DO)","7.8"
"2010-09-10",1,"Specific conductance","123"
"2010-09-10",2,"Temperature, water","18.8"
"2010-09-10",2,"Dissolved oxygen (DO)","7.8"
"2010-09-10",2,"Specific conductance","123"
"2010-09-10",3,"Temperature, water","18.8"
"2010-09-10",NA,"Depth, Secchi disk depth","18"
"2011-04-21",0,"Phosphate-phosphorus","0.013"
"2011-04-21",NA,"Depth, Secchi disk depth","19.0"
"2011-08-09",0,"Phosphate-phosphorus","0.011"
"2011-08-09",NA,"Depth, Secchi disk depth","20.0"
"2011-08-22",0,"Phosphate-phosphorus","0.014"
"2011-08-22",NA,"Depth, Secchi disk depth","20.0"
"2012-04-05",0,"Phosphate-phosphorus","0.012"
"2012-04-05",NA,"Depth, Secchi disk depth","16.0"
"2012-07-30",NA,"Depth, Secchi disk depth","17"
"2012-07-30",0.2,"Temperature, water","25.3"
"2012-07-30",0.2,"Temperature, water","25.3"
"2012-07-30",0.2,"Dissolved oxygen (DO)","8"
"2012-07-30",1,"Temperature, water","25.4"
"2012-07-30",1,"Dissolved oxygen (DO)","8"
"2012-07-30",2,"Temperature, water","25.4"
"2012-07-30",2,"Dissolved oxygen (DO)","8"
"2012-07-30",3,"Temperature, water","25.4"
"2012-07-30",3,"Dissolved oxygen (DO)","8"
"2012-07-30",4,"Temperature, water","25.4"
"2012-07-30",5,"Temperature, water","25.3"
"2012-07-30",5,"Dissolved oxygen (DO)","8"
"2012-07-30",6,"Temperature, water","25.2"
"2012-07-30",6,"Dissolved oxygen (DO)","8"
"2012-07-30",7,"Temperature, water","24.9"
"2012-07-30",7,"Dissolved oxygen (DO)","7.9"
"2012-07-30",8,"Temperature, water","22"
"2012-07-30",8,"Dissolved oxygen (DO)","7.2"
"2012-07-30",9,"Temperature, water","18.6"
"2012-07-30",9,"Dissolved oxygen (DO)","6.1"
"2012-07-30",10,"Temperature, water","18.5"
"2012-07-30",10,"Dissolved oxygen (DO)","5.1"
"2012-07-30",11,"Temperature, water","15.6"
"2012-07-30",11,"Dissolved oxygen (DO)","3.4"
"2012-07-30",12,"Dissolved oxygen (DO)","2.4"
"2012-07-30",13,"Temperature, water","12.3"
"2012-07-30",13,"Dissolved oxygen (DO)","2.9"
"2012-07-30",14,"Temperature, water","11.7"
"2012-07-30",14,"Dissolved oxygen (DO)","2.2"
"2012-07-30",15,"Temperature, water","11"
"2012-07-30",15,"Dissolved oxygen (DO)","1.6"
"2012-07-30",16,"Temperature, water","10.6"
"2012-07-30",16,"Dissolved oxygen (DO)","1.6"
"2012-07-30",18,"Temperature, water","10.2"
"2012-07-30",18,"Dissolved oxygen (DO)","2.1"
"2012-07-30",20,"Temperature, water","9.9"
"2012-07-30",20,"Dissolved oxygen (DO)",".9"
"2012-07-30",22,"Temperature, water","9.8"
"2012-07-30",22,"Dissolved oxygen (DO)",".7"
"2012-07-30",24,"Temperature, water","9.5"
"2012-07-30",24,"Dissolved oxygen (DO)",".3"
"2012-07-30",26,"Temperature, water","9.5"
"2012-07-30",26,"Dissolved oxygen (DO)",".1"
"2012-07-30",0,"pH","8.21"
"2012-07-30",0,"Specific conductance","122."
"2012-07-30",0,"Phosphate-phosphorus","0.008"
"2012-08-22",NA,"Depth, Secchi disk depth","18.75"
"2012-08-28",NA,"Depth, Secchi disk depth","19.5"
"2012-08-28",1,"Temperature, water","74.2"
"2012-08-28",1,"Dissolved oxygen (DO)","8.5"
"2012-08-28",2,"Temperature, water","73.9"
"2012-08-28",2,"Dissolved oxygen (DO)","8.5"
"2012-08-28",3,"Temperature, water","73.6"
"2012-08-28",3,"Dissolved oxygen (DO)","8.5"
"2012-08-28",4,"Temperature, water","73.3"
"2012-08-28",4,"Dissolved oxygen (DO)","8.5"
"2012-08-28",5,"Temperature, water","73"
"2012-08-28",5,"Dissolved oxygen (DO)","8.4"
"2012-08-28",6,"Temperature, water","72.7"
"2012-08-28",6,"Dissolved oxygen (DO)","8.4"
"2012-08-28",7,"Temperature, water","72.2"
"2012-08-28",7,"Dissolved oxygen (DO)","7.9"
"2012-08-28",8,"Temperature, water","71.2"
"2012-08-28",8,"Dissolved oxygen (DO)","7.5"
"2012-08-28",9,"Temperature, water","70.4"
"2012-08-28",9,"Dissolved oxygen (DO)","6.7"
"2012-08-28",10,"Temperature, water","68.6"
"2012-08-28",10,"Dissolved oxygen (DO)","4.6"
"2012-08-28",11,"Temperature, water","62.1"
"2012-08-28",11,"Dissolved oxygen (DO)",".4"
"2012-08-28",12,"Temperature, water","59.4"
"2012-08-28",12,"Dissolved oxygen (DO)",".1"
"2012-08-28",13,"Temperature, water","57.5"
"2012-08-28",13,"Dissolved oxygen (DO)",".1"
"2012-08-28",14,"Temperature, water","56.2"
"2012-08-28",14,"Dissolved oxygen (DO)","0"
"2012-08-28",15,"Temperature, water","54.3"
"2012-08-28",15,"Dissolved oxygen (DO)","0"
"2012-08-28",16,"Temperature, water","53.6"
"2012-08-28",16,"Dissolved oxygen (DO)","0"
"2012-08-28",17,"Temperature, water","52.5"
"2012-08-28",17,"Dissolved oxygen (DO)","0"
"2012-08-28",18,"Temperature, water","52.1"
"2012-08-28",18,"Dissolved oxygen (DO)","0"
"2012-08-28",19,"Temperature, water","51.7"
"2012-08-28",19,"Dissolved oxygen (DO)","0"
"2012-08-28",20,"Temperature, water","51.2"
"2012-08-28",20,"Dissolved oxygen (DO)","0"
"2012-08-28",21,"Temperature, water","51.1"
"2012-08-28",21,"Dissolved oxygen (DO)","0"
"2012-08-28",22,"Temperature, water","50.9"
"2012-08-28",22,"Dissolved oxygen (DO)","0"
"2012-08-28",23,"Temperature, water","50.5"
"2012-08-28",23,"Dissolved oxygen (DO)","0"
"2012-08-28",24,"Temperature, water","50.4"
"2012-08-28",24,"Dissolved oxygen (DO)","0"
"2012-08-28",25,"Temperature, water","50.1"
"2012-08-28",25,"Dissolved oxygen (DO)","0"
"2012-08-28",26,"Temperature, water","50"
"2012-08-28",26,"Dissolved oxygen (DO)","0"
"2012-08-28",27,"Temperature, water","49.8"
"2012-08-28",27,"Dissolved oxygen (DO)","0"
"2012-08-28",28,"Temperature, water","49.7"
"2012-08-28",28,"Dissolved oxygen (DO)","0"
"2012-09-14",2,"Dissolved oxygen (DO)","7.5"
"2012-08-28",0,"Phosphate-phosphorus","0.011"
"2012-08-28",NA,"Depth, Secchi disk depth","19.5"
"2012-09-14",NA,"Depth, Secchi disk depth","17"
"2012-09-14",1,"Temperature, water","69.3"
"2012-09-14",1,"Dissolved oxygen (DO)","7.7"
"2012-09-14",2,"Temperature, water","68.6"
"2012-09-14",3,"Temperature, water","68.2"
"2012-09-14",3,"Dissolved oxygen (DO)","7.5"
"2012-09-14",4,"Temperature, water","68"
"2012-09-14",4,"Dissolved oxygen (DO)","7.5"
"2012-09-14",5,"Temperature, water","67.9"
"2012-09-14",5,"Dissolved oxygen (DO)","7.5"
"2012-09-14",6,"Temperature, water","67.8"
"2012-09-14",6,"Dissolved oxygen (DO)","7.5"
"2012-09-14",7,"Temperature, water","67.7"
"2012-09-14",7,"Dissolved oxygen (DO)","7.4"
"2012-09-14",8,"Temperature, water","67.6"
"2012-09-14",8,"Dissolved oxygen (DO)","7.3"
"2012-09-14",9,"Temperature, water","67.5"
"2012-09-14",9,"Dissolved oxygen (DO)","7.3"
"2012-09-14",10,"Temperature, water","67.4"
"2012-09-14",10,"Dissolved oxygen (DO)","7.2"
"2012-09-14",11,"Temperature, water","67.1"
"2012-09-14",11,"Dissolved oxygen (DO)","6.9"
"2012-09-14",12,"Temperature, water","63.1"
"2012-09-14",12,"Dissolved oxygen (DO)",".2"
"2012-09-14",13,"Temperature, water","57.6"
"2012-09-14",13,"Dissolved oxygen (DO)",".1"
"2012-09-14",14,"Temperature, water","56"
"2012-09-14",14,"Dissolved oxygen (DO)",".1"
"2012-09-14",15,"Temperature, water","54.3"
"2012-09-14",15,"Dissolved oxygen (DO)",".1"
"2012-09-14",16,"Temperature, water","53.3"
"2012-09-14",16,"Dissolved oxygen (DO)","0"
"2012-09-14",17,"Temperature, water","52.5"
"2012-09-14",17,"Dissolved oxygen (DO)","0"
"2012-09-14",18,"Temperature, water","51.8"
"2012-09-14",18,"Dissolved oxygen (DO)","0"
"2012-09-14",19,"Temperature, water","51.3"
"2012-09-14",19,"Dissolved oxygen (DO)","0"
"2012-09-14",20,"Temperature, water","51.1"
"2012-09-14",20,"Dissolved oxygen (DO)","0"
"2012-09-14",21,"Temperature, water","50.8"
"2012-09-14",21,"Dissolved oxygen (DO)","0"
"2012-09-14",22,"Temperature, water","50.6"
"2012-09-14",22,"Dissolved oxygen (DO)","0"
"2012-09-14",23,"Temperature, water","50.5"
"2012-09-14",23,"Dissolved oxygen (DO)","0"
"2012-09-14",24,"Temperature, water","50.3"
"2012-09-14",24,"Dissolved oxygen (DO)","0"
"2012-09-14",25,"Temperature, water","50.1"
"2012-09-14",25,"Dissolved oxygen (DO)","0"
"2012-09-14",26,"Temperature, water","50"
"2012-09-14",26,"Dissolved oxygen (DO)","0"
"2012-09-14",27,"Temperature, water","49.8"
"2012-09-14",27,"Dissolved oxygen (DO)","0"
"2012-09-14",NA,"Depth, Secchi disk depth","18.00"
"2012-09-14",0,"Phosphate-phosphorus","0.011"
"2012-09-14",NA,"Depth, Secchi disk depth","17.0"
"2012-09-22",NA,"Depth, Secchi disk depth","18.00"
"2012-09-30",NA,"Depth, Secchi disk depth","21.25"
"2012-10-08",NA,"Depth, Secchi disk depth","15.00"
"2013-05-24",NA,"Depth, Secchi disk depth","18"
"2013-05-24",0,"Phosphate-phosphorus","0.0115"
"2013-06-13",NA,"Depth, Secchi disk depth","25.0"
"2013-06-29",NA,"Depth, Secchi disk depth","19.5"
"2013-07-15",NA,"Depth, Secchi disk depth","22.5"
