"ActivityStartDate","ActivityDepthHeightMeasure.MeasureValue","CharacteristicName","ResultMeasureValue"
"1991-05-29",0,"Depth, Secchi disk depth","1.7"
"1991-05-29",0,"Temperature, water","22.3"
"1991-05-29",1,"Dissolved oxygen (DO)","10.2"
"1991-05-29",1,"Dissolved oxygen saturation","115.909"
"1991-05-29",1,"Temperature, water","22.2"
"1991-05-29",2,"Dissolved oxygen (DO)","10.2"
"1991-05-29",2,"Dissolved oxygen saturation","113.333"
"1991-05-29",2,"Temperature, water","21.1"
"1991-05-29",2.5,"Temperature, water","20.1"
"1991-05-29",3,"Dissolved oxygen (DO)","7"
"1991-05-29",3,"Dissolved oxygen saturation","73.6842"
"1991-05-29",3,"Temperature, water","17.7"
"1991-05-29",3.5,"Temperature, water","14.7"
"1991-05-29",4,"Dissolved oxygen (DO)","6.9"
"1991-05-29",4,"Dissolved oxygen saturation","65.0943"
"1991-05-29",4,"Temperature, water","13.2"
"1991-05-29",4,"Phosphorus","0.06"
"1991-05-29",4.5,"Temperature, water","11.9"
"1991-05-29",5,"Dissolved oxygen (DO)","4.2"
"1991-05-29",5,"Dissolved oxygen saturation","37.1681"
"1991-05-29",5,"Temperature, water","10.3"
"1991-05-29",5.5,"Temperature, water","9.8"
"1991-06-07",3.5,"Temperature, water","15.4"
"1991-05-29",6,"Dissolved oxygen (DO)","3.1"
"1991-05-29",6,"Dissolved oxygen saturation","26.7241"
"1991-05-29",6,"Temperature, water","9.4"
"1991-05-29",7,"Dissolved oxygen (DO)","1.4"
"1991-05-29",7,"Dissolved oxygen saturation","11.7647"
"1991-05-29",7,"Temperature, water","8.4"
"1991-05-29",7.5,"Temperature, water","7.9"
"1991-05-29",8,"Dissolved oxygen (DO)",""
"1991-05-29",8,"Dissolved oxygen saturation","0.81967"
"1991-05-29",8,"Temperature, water","6.9"
"1991-05-29",8,"Phosphorus","0.09"
"1991-05-29",8.5,"Dissolved oxygen (DO)",""
"1991-05-29",8.5,"Dissolved oxygen saturation","0.8"
"1991-05-29",8.5,"Temperature, water","5.8"
"1991-05-29",9,"Dissolved oxygen (DO)",""
"1991-05-29",9,"Temperature, water","5.6"
"1991-05-29",9,"Dissolved oxygen saturation","0.8"
"1991-05-29",10,"Dissolved oxygen (DO)",""
"1991-05-29",10,"Dissolved oxygen saturation","0.78125"
"1991-05-29",10,"Temperature, water","5.3"
"1991-05-29",11,"Dissolved oxygen (DO)",""
"1991-05-29",11,"Dissolved oxygen saturation","0.78125"
"1991-05-29",11,"Temperature, water","5"
"1991-05-29",12,"Dissolved oxygen (DO)",""
"1991-05-29",12,"Dissolved oxygen saturation","0.78125"
"1991-05-29",12,"Temperature, water","4.9"
"1991-05-29",12,"Phosphorus","0.23"
"1991-05-29",13,"Dissolved oxygen (DO)",""
"1991-05-29",13,"Dissolved oxygen saturation","0.78125"
"1991-05-29",13,"Temperature, water","4.8"
"1991-05-29",14,"Dissolved oxygen (DO)",""
"1991-05-29",14,"Dissolved oxygen saturation","0.78125"
"1991-05-29",14,"Temperature, water","4.6"
"1991-05-29",15,"Dissolved oxygen (DO)",""
"1991-05-29",15,"Dissolved oxygen saturation","0.76336"
"1991-05-29",15,"Temperature, water","4.5"
"1991-05-29",16,"Dissolved oxygen (DO)",""
"1991-05-29",16,"Dissolved oxygen saturation","0.76336"
"1991-05-29",16,"Temperature, water","4.5"
"1991-05-29",16,"Phosphorus","0.38"
"1991-06-07",0,"Dissolved oxygen (DO)","11.2"
"1991-06-07",0,"Dissolved oxygen saturation","131.765"
"1991-06-07",0,"Depth, Secchi disk depth","1.7"
"1991-06-07",0,"Temperature, water","23.7"
"1991-06-07",1,"Dissolved oxygen (DO)","11.1"
"1991-06-07",1,"Dissolved oxygen saturation","127.586"
"1991-06-07",1,"Temperature, water","23.5"
"1991-06-07",2,"Dissolved oxygen (DO)","10.6"
"1991-06-07",2,"Dissolved oxygen saturation","121.839"
"1991-06-07",2,"Temperature, water","23.3"
"1991-06-07",2.5,"Temperature, water","21.6"
"1991-06-07",3,"Dissolved oxygen (DO)","5.1"
"1991-06-07",3,"Dissolved oxygen saturation","54.2553"
"1991-06-07",3,"Temperature, water","19"
"1991-06-07",4,"Dissolved oxygen (DO)","5.1"
"1991-06-07",4,"Dissolved oxygen saturation","49.0384"
"1991-06-07",4,"Temperature, water","13.6"
"1991-06-07",4,"Phosphorus","0.05"
"1991-06-07",4.5,"Temperature, water","12"
"1991-06-07",5,"Dissolved oxygen (DO)","3"
"1991-06-07",5,"Dissolved oxygen saturation","27.027"
"1991-06-07",5,"Temperature, water","10.6"
"1991-06-07",5.5,"Temperature, water","9.9"
"1991-06-07",6,"Dissolved oxygen (DO)","2.3"
"1991-06-07",6,"Dissolved oxygen saturation","19.8276"
"1991-06-07",6,"Temperature, water","9.2"
"1991-06-07",6.5,"Temperature, water","8.6"
"1991-06-07",7,"Dissolved oxygen (DO)",""
"1991-06-07",7,"Dissolved oxygen saturation","0.84034"
"1991-06-07",7,"Temperature, water","8.3"
"1991-06-07",7.5,"Dissolved oxygen (DO)",""
"1991-06-07",7.5,"Dissolved oxygen saturation","0.81967"
"1991-06-07",7.5,"Temperature, water","7.2"
"1991-06-07",8,"Dissolved oxygen (DO)",""
"1991-06-07",8,"Dissolved oxygen saturation","0.81967"
"1991-06-07",8,"Temperature, water","6.8"
"1991-06-07",8,"Phosphorus","0.1"
"1991-06-07",8.5,"Dissolved oxygen (DO)",""
"1991-06-07",9,"Dissolved oxygen (DO)",""
"1991-06-07",9,"Dissolved oxygen saturation","0.8"
"1991-06-07",9,"Temperature, water","5.9"
"1991-06-07",10,"Dissolved oxygen (DO)",""
"1991-06-07",10,"Dissolved oxygen saturation","0.78125"
"1991-06-07",10,"Temperature, water","5.4"
"1991-06-07",11,"Dissolved oxygen (DO)",""
"1991-06-07",11,"Dissolved oxygen saturation","0.78125"
"1991-06-07",11,"Temperature, water","5.1"
"1991-06-07",12,"Dissolved oxygen (DO)",""
"1991-06-07",12,"Dissolved oxygen saturation","0.78125"
"1991-06-07",12,"Temperature, water","4.8"
"1991-06-07",12,"Phosphorus","0.28"
"1991-06-07",13,"Dissolved oxygen (DO)",""
"1991-06-07",13,"Dissolved oxygen saturation","0.78125"
"1991-06-07",13,"Temperature, water","4.7"
"1991-06-07",14,"Dissolved oxygen (DO)",""
"1991-06-07",14,"Dissolved oxygen saturation","0.78125"
"1991-06-07",14,"Temperature, water","4.6"
"1991-06-07",15,"Dissolved oxygen (DO)",""
"1991-06-07",15,"Dissolved oxygen saturation","0.78125"
"1991-06-07",15,"Temperature, water","4.6"
"1991-06-07",16,"Dissolved oxygen (DO)",""
"1991-06-07",16,"Dissolved oxygen saturation","0.78125"
"1991-06-07",16,"Temperature, water","4.6"
"1991-06-07",16,"Phosphorus","0.41"
"2004-09-15",11.99,"Turbidity","12.5"
"1991-06-24",0,"Dissolved oxygen (DO)","9.6"
"1991-06-24",0,"Dissolved oxygen saturation","110.345"
"1991-06-24",0,"Depth, Secchi disk depth","1.2"
"1991-06-24",0,"Temperature, water","23.5"
"1991-06-24",1,"Dissolved oxygen (DO)","9.6"
"1991-06-24",1,"Dissolved oxygen saturation","110.345"
"1991-06-24",1,"Temperature, water","23"
"1991-06-24",2,"Dissolved oxygen (DO)","9.1"
"1991-06-24",2,"Dissolved oxygen saturation","104.598"
"1991-06-24",2,"Temperature, water","22.7"
"1991-06-24",2.5,"Temperature, water","22.2"
"1991-06-24",3,"Dissolved oxygen (DO)","6.9"
"1991-06-24",3,"Dissolved oxygen saturation","78.4091"
"1991-06-24",3,"Temperature, water","21.8"
"1991-06-24",3.5,"Temperature, water","18.2"
"1991-06-24",4,"Dissolved oxygen (DO)","2.2"
"1991-06-24",4,"Dissolved oxygen saturation","22"
"1991-06-24",4,"Temperature, water","15.8"
"1991-06-24",4,"Phosphorus","0.04"
"1991-06-24",4.5,"Temperature, water","13.2"
"1991-06-24",5,"Dissolved oxygen (DO)","1.6"
"1991-06-24",5,"Dissolved oxygen saturation","14.8148"
"1991-06-24",5,"Temperature, water","11.6"
"1991-06-24",5.5,"Temperature, water","10.6"
"1991-06-24",6,"Dissolved oxygen (DO)",""
"1991-06-24",6,"Temperature, water","9.7"
"1991-06-24",6,"Dissolved oxygen saturation","0.88496"
"1991-06-24",6.5,"Dissolved oxygen (DO)",""
"1991-06-24",6.5,"Dissolved oxygen saturation","0.86207"
"1991-06-24",6.5,"Temperature, water","9"
"1991-06-24",7,"Dissolved oxygen (DO)",""
"1991-06-24",7,"Dissolved oxygen saturation","0.84034"
"1991-06-24",7,"Temperature, water","8.2"
"1991-06-24",7.5,"Dissolved oxygen (DO)",""
"1991-06-24",7.5,"Dissolved oxygen saturation","0.81967"
"1991-06-24",7.5,"Temperature, water","7.2"
"1991-06-24",8,"Dissolved oxygen (DO)",""
"1991-06-24",8,"Dissolved oxygen saturation","0.81967"
"1991-06-24",8,"Temperature, water","7"
"1991-06-24",8,"Phosphorus","0.1"
"1991-06-24",9,"Dissolved oxygen (DO)",""
"1991-06-24",9,"Dissolved oxygen saturation","0.8"
"1991-06-24",9,"Temperature, water","6.3"
"1991-06-24",10,"Dissolved oxygen (DO)",""
"1991-06-24",10,"Dissolved oxygen saturation","0.8"
"1991-06-24",10,"Temperature, water","5.8"
"1991-06-24",11,"Dissolved oxygen (DO)",""
"1991-06-24",11,"Dissolved oxygen saturation","0.78125"
"1991-06-24",11,"Temperature, water","5.5"
"1991-06-24",12,"Dissolved oxygen (DO)",""
"1991-06-24",12,"Dissolved oxygen saturation","0.78125"
"1991-06-24",12,"Temperature, water","5.1"
"1991-06-24",12,"Phosphorus","0.26"
"1991-06-24",13,"Dissolved oxygen (DO)",""
"1991-06-24",13,"Dissolved oxygen saturation","0.78125"
"1991-06-24",13,"Temperature, water","4.9"
"1991-06-24",14,"Dissolved oxygen (DO)",""
"1991-06-24",14,"Dissolved oxygen saturation","0.78125"
"1991-06-24",14,"Temperature, water","4.8"
"1991-06-24",15,"Dissolved oxygen (DO)",""
"1991-06-24",15,"Temperature, water","4.7"
"1991-06-24",15,"Dissolved oxygen saturation","0.78125"
"1991-06-24",16,"Dissolved oxygen (DO)",""
"1991-06-24",16,"Dissolved oxygen saturation","0.78125"
"1991-06-24",16,"Temperature, water","4.7"
"1991-06-24",16,"Phosphorus","0.59"
"1991-06-24",17,"Dissolved oxygen (DO)",""
"1991-06-24",17,"Dissolved oxygen saturation","0.78125"
"1991-06-24",17,"Temperature, water","4.7"
"1991-07-09",0,"Dissolved oxygen (DO)","11.6"
"1991-07-09",0,"Dissolved oxygen saturation","138.095"
"1991-07-09",0,"Depth, Secchi disk depth","1"
"1991-07-09",0,"Temperature, water","25"
"1991-07-09",1,"Dissolved oxygen (DO)","11.8"
"1991-07-09",1,"Dissolved oxygen saturation","140.476"
"1991-07-09",1,"Temperature, water","25"
"1991-07-09",2,"Dissolved oxygen (DO)","8.1"
"1991-07-09",2,"Dissolved oxygen saturation","95.2941"
"1991-07-09",2,"Temperature, water","24.4"
"1991-07-09",2.5,"Temperature, water","23.8"
"1991-07-09",3,"Dissolved oxygen (DO)","2.8"
"1991-07-09",3,"Dissolved oxygen saturation","32.1839"
"1991-07-09",3,"Temperature, water","23"
"1991-07-09",3.5,"Temperature, water","21.6"
"1991-07-09",4,"Dissolved oxygen (DO)",""
"1991-07-09",4,"Dissolved oxygen saturation","1.03093"
"1991-07-09",4,"Temperature, water","16.8"
"1991-07-09",4,"Phosphorus","0.02"
"1991-07-09",4.5,"Dissolved oxygen (DO)",""
"1991-07-09",4.5,"Dissolved oxygen saturation","0.96154"
"1991-07-09",4.5,"Temperature, water","14.1"
"1991-07-09",5,"Dissolved oxygen (DO)",""
"1991-07-09",5,"Dissolved oxygen saturation","0.92593"
"1991-07-09",5,"Temperature, water","12.4"
"1991-07-09",5.5,"Dissolved oxygen (DO)",""
"1991-07-09",5.5,"Dissolved oxygen saturation","0.88496"
"1991-07-09",5.5,"Temperature, water","10.5"
"1991-07-09",6,"Dissolved oxygen (DO)",""
"1991-07-09",6,"Dissolved oxygen saturation","0.88496"
"1991-07-09",6,"Temperature, water","9.6"
"1991-07-09",6.5,"Dissolved oxygen (DO)",""
"1991-07-09",6.5,"Dissolved oxygen saturation","0.86207"
"1991-07-09",6.5,"Temperature, water","8.8"
"1991-07-09",7,"Dissolved oxygen (DO)",""
"1991-07-09",7,"Dissolved oxygen saturation","0.84034"
"1991-07-09",7,"Temperature, water","8"
"1991-07-09",8,"Dissolved oxygen (DO)",""
"1991-07-09",8,"Dissolved oxygen saturation","0.81967"
"1991-07-09",8,"Temperature, water","7.3"
"1991-07-09",8,"Phosphorus","0.12"
"1991-07-09",9,"Dissolved oxygen (DO)",""
"1991-07-09",9,"Dissolved oxygen saturation","0.8"
"1991-07-09",9,"Temperature, water","6.5"
"1991-07-09",10,"Dissolved oxygen (DO)",""
"1991-07-09",10,"Dissolved oxygen saturation","0.8"
"1991-07-09",10,"Temperature, water","5.8"
"1991-07-09",11,"Dissolved oxygen (DO)",""
"1991-07-09",11,"Dissolved oxygen saturation","0.78125"
"1991-07-09",11,"Temperature, water","5.4"
"1991-07-09",12,"Dissolved oxygen (DO)",""
"1991-07-09",12,"Dissolved oxygen saturation","0.78125"
"1991-07-09",12,"Temperature, water","5.1"
"1991-07-09",12,"Phosphorus","0.3"
"1991-07-09",13,"Dissolved oxygen (DO)",""
"1991-07-09",14,"Dissolved oxygen (DO)",""
"1991-07-09",14,"Dissolved oxygen saturation","0.78125"
"1991-07-09",14,"Temperature, water","4.8"
"1991-07-09",15,"Dissolved oxygen (DO)",""
"1991-07-09",16,"Dissolved oxygen (DO)",""
"1991-07-09",16,"Dissolved oxygen saturation","0.76336"
"1991-07-09",16,"Temperature, water","4.1"
"1991-07-09",16,"Phosphorus","0.56"
"1991-07-22",3,"Dissolved oxygen (DO)","4"
"1991-07-22",0,"Dissolved oxygen (DO)","8.8"
"1991-07-22",0,"Dissolved oxygen saturation","111.392"
"1991-07-22",0,"Depth, Secchi disk depth","1"
"1991-07-22",0,"Temperature, water","28.4"
"1991-07-22",1,"Dissolved oxygen (DO)","8.7"
"1991-07-22",1,"Dissolved oxygen saturation","110.127"
"1991-07-22",1,"Temperature, water","28.4"
"1991-07-22",2,"Dissolved oxygen (DO)","8.6"
"1991-07-22",2,"Dissolved oxygen saturation","108.861"
"1991-07-22",2,"Temperature, water","28.4"
"1991-07-22",2.5,"Temperature, water","28.3"
"1991-07-22",3,"Temperature, water","22.6"
"1991-07-22",3,"Dissolved oxygen saturation","45.977"
"1991-07-22",3.5,"Temperature, water","20.8"
"1991-07-22",4,"Dissolved oxygen (DO)",""
"1991-07-22",4,"Dissolved oxygen saturation","1.06383"
"1991-07-22",4,"Temperature, water","18.7"
"1991-07-22",4,"Phosphorus","0.04"
"1991-07-22",4.5,"Temperature, water","15.6"
"1991-07-22",5,"Dissolved oxygen (DO)",""
"1991-07-22",5,"Dissolved oxygen saturation","0.92593"
"1991-07-22",5,"Temperature, water","12.4"
"1991-07-22",5.5,"Temperature, water","10.9"
"1991-07-22",6,"Dissolved oxygen (DO)",""
"1991-07-22",6,"Dissolved oxygen saturation","0.88496"
"1991-07-22",6,"Temperature, water","9.7"
"1991-07-22",6.5,"Temperature, water","9"
"1991-07-22",7,"Dissolved oxygen (DO)",""
"1991-07-22",7,"Dissolved oxygen saturation","0.86207"
"1991-07-22",7,"Temperature, water","8.6"
"1991-07-22",8,"Dissolved oxygen (DO)",""
"1991-07-22",8,"Dissolved oxygen saturation","0.84034"
"1991-07-22",8,"Temperature, water","7.9"
"1991-07-22",8,"Phosphorus","0.13"
"1991-07-22",9,"Temperature, water","7.1"
"1991-07-22",10,"Dissolved oxygen (DO)",""
"1991-07-22",10,"Dissolved oxygen saturation","0.8"
"1991-07-22",10,"Temperature, water","6.3"
"1991-07-22",11,"Temperature, water","5.7"
"1991-07-22",12,"Dissolved oxygen (DO)",""
"1991-07-22",12,"Dissolved oxygen saturation","0.78125"
"1991-07-22",12,"Temperature, water","5.3"
"1991-07-22",12,"Phosphorus","0.29"
"1991-07-22",14,"Dissolved oxygen (DO)",""
"1991-07-22",14,"Dissolved oxygen saturation","0.78125"
"1991-07-22",14,"Temperature, water","5"
"1991-07-22",16,"Dissolved oxygen (DO)",""
"1991-07-22",16,"Dissolved oxygen saturation","0.78125"
"1991-07-22",16,"Temperature, water","4.8"
"1991-08-05",0,"Dissolved oxygen (DO)","10.2"
"1991-08-05",0,"pH","9.2"
"1991-08-05",0,"Dissolved oxygen saturation","117.316"
"1991-08-05",0,"Depth, Secchi disk depth","1.2"
"1991-08-05",0,"Temperature, water","23.2"
"1991-08-05",1,"Dissolved oxygen (DO)","10.3"
"1991-08-05",1,"Dissolved oxygen saturation","118.391"
"1991-08-05",1,"Temperature, water","23.2"
"1991-08-05",2,"Dissolved oxygen (DO)","9.8"
"1991-08-05",2,"pH","9.3"
"1991-08-05",2,"Dissolved oxygen saturation","112.714"
"1991-08-05",2,"Temperature, water","23"
"1991-08-05",2,"Specific conductance","320"
"1991-08-05",2,"Turbidity","6.2"
"1991-08-05",2,"Alkalinity, total","75"
"1991-08-05",2,"Phosphorus","0.052"
"1991-08-05",2,"Chlorophyll a, corrected for pheophytin","25.9"
"1991-08-05",2,"Total suspended solids","9.7"
"1991-08-05",2,"Chloride","68"
"1991-08-05",9,"Temperature, water","6"
"1991-08-05",2,"Inorganic nitrogen (nitrate and nitrite)",""
"1991-08-05",3,"Dissolved oxygen (DO)","5.2"
"1991-08-05",3,"Dissolved oxygen saturation","59.0909"
"1991-08-05",3,"Temperature, water","22.5"
"1991-08-05",4,"Dissolved oxygen (DO)","0.4"
"1991-08-05",4,"Dissolved oxygen saturation","4.25532"
"1991-08-05",4,"Temperature, water","19"
"1991-08-05",4.5,"Dissolved oxygen (DO)","0.2"
"1991-08-05",4.5,"pH","7.9"
"1991-08-05",4.5,"Dissolved oxygen saturation","1.92307"
"1991-08-05",4.5,"Temperature, water","14.1"
"1991-08-05",4.5,"Specific conductance","422"
"1991-08-05",4.5,"Turbidity","5.3"
"1991-08-05",4.5,"Alkalinity, total","118"
"1991-08-05",10,"Dissolved oxygen (DO)","0.2"
"1991-08-05",4.5,"Phosphorus","0.048"
"1991-08-05",4.5,"Chloride","68"
"1991-08-05",4.5,"Inorganic nitrogen (nitrate and nitrite)","0.052"
"1991-08-05",6,"Dissolved oxygen (DO)","0.2"
"1991-08-05",6,"Dissolved oxygen saturation","1.8018"
"1991-08-05",6,"Temperature, water","10.9"
"1991-08-05",7,"Dissolved oxygen (DO)","0.2"
"1991-08-05",7,"Dissolved oxygen saturation","1.72414"
"1991-08-05",7,"Temperature, water","8.9"
"1991-08-05",8,"Dissolved oxygen (DO)","0.2"
"1991-08-05",8,"Dissolved oxygen saturation","1.63934"
"1991-08-05",8,"Temperature, water","6.9"
"1991-08-05",9,"Dissolved oxygen (DO)","0.2"
"1991-08-05",9,"Dissolved oxygen saturation","1.6"
"1991-08-05",10,"pH","7.5"
"1991-08-05",10,"Dissolved oxygen saturation","1.60125"
"1991-08-05",10,"Temperature, water","5.9"
"1991-08-05",10,"Specific conductance","450"
"1991-08-05",10,"Turbidity","1.9"
"1991-08-05",10,"Inorganic nitrogen (nitrate and nitrite)",""
"1991-08-05",10,"Alkalinity, total","131"
"1991-08-05",10,"Phosphorus","0.181"
"1991-08-05",10,"Chloride","70"
"1991-08-05",11,"Dissolved oxygen (DO)","0.2"
"1991-08-05",11,"Dissolved oxygen saturation","1.5625"
"2004-09-30",1.01,"Turbidity","14.0"
"1991-08-05",11,"Temperature, water","5.2"
"1991-08-05",12,"Dissolved oxygen (DO)","0.2"
"1991-08-05",12,"Dissolved oxygen saturation","1.5625"
"1991-08-05",12,"Temperature, water","5"
"1991-08-05",13,"Dissolved oxygen (DO)","0.2"
"1991-08-05",13,"Dissolved oxygen saturation","1.5625"
"1991-08-05",13,"Temperature, water","5"
"1991-08-05",14,"Dissolved oxygen (DO)","0.2"
"1991-08-05",14,"Dissolved oxygen saturation","1.5625"
"1991-08-05",14,"Temperature, water","5"
"1991-08-05",15,"Dissolved oxygen (DO)","0.2"
"1991-08-05",15,"Dissolved oxygen saturation","1.5625"
"1991-08-05",15,"Temperature, water","5"
"1991-08-05",15.6,"Dissolved oxygen (DO)","0.2"
"1991-08-05",15.6,"pH","7.1"
"1991-08-05",15.6,"Dissolved oxygen saturation","1.56387"
"1991-08-05",15.6,"Temperature, water","5"
"1991-08-05",15.6,"Specific conductance","530"
"1991-08-05",4.5,"Temperature, water","16"
"1991-08-05",15.6,"Turbidity","39"
"1991-08-05",15.6,"Inorganic nitrogen (nitrate and nitrite)",""
"1991-08-05",15.6,"Alkalinity, total","161"
"1991-08-05",15.6,"Phosphorus","0.753"
"1991-08-05",15.6,"Chloride","80"
"1991-08-05",16,"Dissolved oxygen (DO)","0.2"
"1991-08-05",16,"Dissolved oxygen saturation","1.5625"
"1991-08-05",16,"Temperature, water","5"
"1991-08-05",16.6,"Dissolved oxygen (DO)","0.2"
"1991-08-05",16.6,"Dissolved oxygen saturation","1.5625"
"1991-08-05",16.6,"Temperature, water","5"
"1991-08-05",0,"Dissolved oxygen (DO)","9.8"
"1991-08-05",0,"Dissolved oxygen saturation","115.294"
"1991-08-05",0,"Depth, Secchi disk depth","1.2"
"1991-08-05",0,"Temperature, water","23.7"
"1991-08-05",1,"Dissolved oxygen (DO)","9.5"
"1991-08-05",1,"Dissolved oxygen saturation","109.195"
"1991-08-05",1,"Temperature, water","23.5"
"1991-08-05",2,"Dissolved oxygen (DO)","8.7"
"1991-08-05",2,"Dissolved oxygen saturation","100"
"1991-08-05",2,"Temperature, water","22.6"
"1991-08-05",3,"Dissolved oxygen (DO)","4.5"
"1991-08-05",3,"Temperature, water","22"
"1991-08-05",3,"Dissolved oxygen saturation","51.1364"
"1991-08-05",3.5,"Temperature, water","21.1"
"1991-08-05",4,"Dissolved oxygen (DO)",""
"1991-08-05",4,"Dissolved oxygen saturation","1.06383"
"1991-08-05",4,"Temperature, water","19.3"
"1991-08-05",4,"Phosphorus","0.03"
"1991-08-27",5,"pH","8"
"1991-08-05",5,"Temperature, water","13.7"
"1991-08-05",5.5,"Temperature, water","11.6"
"1991-08-05",6,"Dissolved oxygen (DO)",""
"1991-08-05",6,"Dissolved oxygen saturation","0.88496"
"1991-08-05",6,"Temperature, water","10.4"
"1991-08-05",6.5,"Temperature, water","9.2"
"1991-08-05",7,"Temperature, water","8.4"
"1991-08-05",8,"Dissolved oxygen (DO)",""
"1991-08-05",8,"Dissolved oxygen saturation","0.81967"
"1991-08-05",8,"Temperature, water","7.4"
"1991-08-05",8,"Phosphorus","0.11"
"1991-08-05",9,"Temperature, water","6.4"
"1991-08-05",10,"Dissolved oxygen (DO)",""
"1991-08-05",10,"Dissolved oxygen saturation","0.8"
"1991-08-05",10,"Temperature, water","5.7"
"1991-08-05",11,"Temperature, water","5.5"
"1991-08-05",12,"Dissolved oxygen (DO)",""
"1991-08-05",12,"Dissolved oxygen saturation","0.78125"
"1991-08-05",12,"Temperature, water","5.3"
"1991-08-05",12,"Phosphorus","0.33"
"1991-08-05",14,"Dissolved oxygen (DO)",""
"1991-08-05",14,"Dissolved oxygen saturation","0.78125"
"1991-08-05",14,"Temperature, water","5"
"1991-08-05",16,"Dissolved oxygen (DO)",""
"1991-08-05",16,"Dissolved oxygen saturation","0.78125"
"1991-08-05",16,"Temperature, water","4.9"
"1991-08-05",16,"Phosphorus","1.1"
"1991-08-19",0,"Dissolved oxygen (DO)","10.1"
"1991-08-19",0,"Dissolved oxygen saturation","116.092"
"1991-08-19",0,"Depth, Secchi disk depth","1.1"
"1991-08-19",0,"Temperature, water","22.9"
"1991-08-19",1,"Dissolved oxygen (DO)","10.5"
"1991-08-19",1,"Dissolved oxygen saturation","120.69"
"1991-08-19",1,"Temperature, water","22.8"
"1991-08-19",2,"Dissolved oxygen (DO)","10.4"
"1991-08-19",2,"Dissolved oxygen saturation","119.54"
"1991-08-19",2,"Temperature, water","22.6"
"1991-08-19",3,"Dissolved oxygen (DO)","5.5"
"1991-08-19",3,"Dissolved oxygen saturation","62.5"
"1991-08-19",3,"Temperature, water","21.8"
"1991-08-19",3.5,"Temperature, water","20.8"
"1991-08-19",4,"Dissolved oxygen (DO)",""
"1991-08-19",4,"Dissolved oxygen saturation","1.05263"
"1991-08-19",4,"Temperature, water","18.5"
"1991-08-19",4,"Phosphorus","0.04"
"1991-08-19",4.5,"Temperature, water","16.5"
"2004-09-30",4.01,"Turbidity","13.8"
"1991-08-19",5,"Dissolved oxygen (DO)",""
"1991-08-19",5,"Dissolved oxygen saturation","0.96154"
"1991-08-19",5,"Temperature, water","13.8"
"1991-08-19",5.5,"Temperature, water","12.2"
"1991-08-19",6,"Dissolved oxygen (DO)",""
"1991-08-19",6,"Dissolved oxygen saturation","0.9009"
"1991-08-19",6,"Temperature, water","10.6"
"1991-08-19",6.5,"Temperature, water","9.5"
"1991-08-19",7,"Dissolved oxygen (DO)",""
"1991-08-19",7,"Dissolved oxygen saturation","0.86207"
"1991-08-19",7,"Temperature, water","8.8"
"1991-08-19",7.5,"Temperature, water","7.8"
"1991-08-19",8,"Dissolved oxygen (DO)",""
"1991-08-19",8,"Dissolved oxygen saturation","0.81967"
"1991-08-19",8,"Temperature, water","7.4"
"1991-08-19",8,"Phosphorus","0.14"
"1991-08-19",9,"Temperature, water","6.5"
"1991-08-19",10,"Temperature, water","5.9"
"1991-08-19",11,"Temperature, water","5.6"
"1991-08-19",12,"Dissolved oxygen (DO)",""
"1991-08-19",12,"Dissolved oxygen saturation","0.78125"
"1991-08-19",12,"Temperature, water","5.3"
"1991-08-19",12,"Phosphorus","0.36"
"1991-08-19",13,"Temperature, water","5"
"1991-08-19",14,"Temperature, water","4.9"
"1991-08-19",15,"Temperature, water","4.9"
"1991-08-19",16,"Dissolved oxygen (DO)",""
"1991-08-19",16,"Dissolved oxygen saturation","0.78125"
"1991-08-19",16,"Temperature, water","4.8"
"1991-08-19",16,"Phosphorus","0.8"
"1991-08-27",5,"Dissolved oxygen saturation","1.96203"
"1991-08-27",0,"pH","9.4"
"1991-08-27",0,"Dissolved oxygen (DO)","10.4"
"1991-08-27",0,"Dissolved oxygen saturation","128.475"
"1991-08-27",0,"Depth, Secchi disk depth","1.1"
"1991-08-27",0,"Temperature, water","27"
"1991-08-27",1,"Dissolved oxygen (DO)","10.2"
"1991-08-27",1,"Dissolved oxygen saturation","125.926"
"1991-08-27",1,"Temperature, water","27"
"1991-08-27",2,"Dissolved oxygen (DO)","9.6"
"1991-08-27",2,"pH","9.4"
"1991-08-27",2,"Dissolved oxygen saturation","114.354"
"1991-08-27",2,"Temperature, water","25.5"
"1991-08-27",2,"Specific conductance","271"
"1991-08-27",2,"Turbidity","6.7"
"1991-08-27",2,"Inorganic nitrogen (nitrate and nitrite)",""
"1991-08-27",2,"Alkalinity, total","75"
"1991-08-27",2,"Phosphorus","0.046"
"1991-08-27",2,"Total suspended solids","8.9"
"1991-08-27",2,"Chloride","63"
"1991-08-27",3,"Dissolved oxygen (DO)","8.2"
"1991-08-27",3,"Dissolved oxygen saturation","96.4706"
"1991-08-27",3,"Temperature, water","23.9"
"1991-08-27",4,"Dissolved oxygen (DO)","0.2"
"1991-08-27",4,"Dissolved oxygen saturation","2.17391"
"1991-08-27",4,"Temperature, water","19.9"
"1991-08-27",5,"Dissolved oxygen (DO)","0.2"
"1991-08-27",5,"Temperature, water","15.5"
"1991-08-27",5,"Specific conductance","381"
"1991-08-27",5,"Turbidity","3.2"
"1991-08-27",5,"Inorganic nitrogen (nitrate and nitrite)",""
"1991-08-27",5,"Alkalinity, total","118"
