time,ShortWave,LongWave,AirTemp,RelHum,WindSpeed,Rain,Snow
1979-01-02,66.80287583669026,181.40333112080893,-22.709167226155575,80.72615449737388,4.02057233427384,0,0
1979-01-03,70.99954128265381,188.73833147684732,-19.92875010172524,82.6187777226907,5.0263791716296105,0,0
1979-01-04,76.68358421325684,172.97333653767905,-20.222916666666645,78.82513476520033,5.434062147036874,0,1.999999978579581e-4
1979-01-05,91.04474925994873,150.41416676839194,-24.15875091552732,81.6430506822496,4.1832284068285315,0,2.359999984037131e-4
1979-01-06,89.6239579518636,158.46999994913736,-21.144167327880837,85.08828389759472,4.411193917522064,0,0
1979-01-07,73.73741658528645,200.72874704996744,-18.145415369669575,82.75628348814335,3.30986138043889,0,0.006259999834001063
1979-01-08,71.0522910753886,202.9162515004476,-18.648333613077778,83.0323223889557,4.61341263448066,0,0.007403999902307987
1979-01-09,88.70991516113281,184.83416748046875,-16.12374916076658,82.12755682661,4.273228843336049,0,0
1979-01-10,80.06408182779948,191.1387481689453,-20.100833002726215,77.48735438670198,3.0493170678826997,0,0
1979-01-11,73.2185007451723,182.09958267211914,-22.66833089192706,72.24081754220678,3.2263490856241073,0,0.0201010000705719
1979-01-12,64.47908352812131,239.32041676839194,-16.280832672119118,84.64177813779754,3.5052664773285587,0,0.023822000175714494
1979-01-13,89.23024879395962,209.56833457946777,-17.252917353312153,82.2676947650959,5.473333635618495,0,0
1979-01-14,97.55962531765302,129.2687520980835,-25.503750864664692,79.28983801335485,5.11063419413603,0,7.589999912306666e-4
1979-01-15,82.22158342599869,175.74250030517578,-24.906666819254536,82.4118124154575,3.028188313790607,0,0.011555999955162407
1979-01-16,69.50395848353703,209.14374860127768,-19.877917353312153,83.85796684398994,3.064179735911412,0,0.020631999410688877
1979-01-17,97.70841550827026,208.92125129699707,-15.864583079020159,85.93989964381792,3.5030387926121267,0,0.0018070000223815441
1979-01-18,90.92575144767761,178.9474983215332,-19.055416488647438,84.6396264381405,3.2237053273115412,0,0.0038030000030994417
1979-01-19,57.58279174566269,276.84375254313153,-9.842501068115212,88.26296729059459,4.850170721222036,0,0.07919100027531385
1979-01-20,78.10091602802277,269.61958440144855,-7.3125035603840915,90.68699036157768,2.6299210962508313,0,0.006435999982059001
1979-01-21,87.00612398982048,250.79166730244955,-7.085832977294899,91.44050331864686,4.5869356721101635,0,0.007241000253707171
1979-01-22,83.97904256979625,235.16791534423828,-11.391668701171852,89.34670927687485,3.893254571345105,0,0.0389050005376339
1979-01-23,87.17804290850957,237.5845832824707,-11.65791549682615,86.13807795687204,7.075005458163376,0,0.05526599906384945
1979-01-24,111.86370913187663,146.7949981689453,-22.540833536783833,83.37752805767484,3.745136340846158,0,0
1979-01-25,95.71716634432475,197.18791580200195,-19.61749941507973,80.4352374733799,2.289198417832899,0,0
1979-01-26,86.89033393065135,267.37583033243817,-10.45708312988279,85.76039944283957,2.147815202234333,0,0.04019000023603439
1979-01-27,87.40108386675517,276.02166112263996,-7.061664326985654,90.23883039574777,4.538006104898371,0,0.018238000175915658
1979-01-28,42.27762440840403,262.90249824523926,-9.98250045776365,87.77793853914687,5.247781289609636,0,0.0026599999982863665
1979-01-29,89.44241714477539,247.24166361490884,-12.396251424153624,86.5300904312292,3.888822102774038,0,0
1979-01-30,68.2835837205251,245.41208521525064,-13.147914632161436,85.94193700088202,3.5272232649201927,0,0
1979-01-31,79.393625497818,240.6662508646647,-14.378328704833962,84.75185644850723,3.866566725048415,0,0
1979-02-01,95.29658305644989,228.80875078837076,-15.079582595825173,81.80823531367759,2.2826477131246605,0,0.008469999954104423
1979-02-02,80.08079250653584,241.87541707356772,-13.71291834513344,86.90388060489266,1.9137667470983115,0,0.01043499995023012
1979-02-03,93.66312527656555,234.16166496276855,-15.315417353312151,81.97506113860075,3.47408703794434,0,0
1979-02-04,133.8569574356079,150.31708335876465,-23.558749898274716,79.63268006072747,6.146038140062579,0,0
1979-02-05,116.56779019037883,184.0037523905436,-26.487500890096005,78.80715048989057,4.7585001356122385,0,4.1999999433755874e-4
1979-02-06,114.20258235931396,255.05333264668783,-12.936249796549456,83.88602731210267,4.719359250956695,0,0.022544000558555127
1979-02-07,127.86158275604248,182.55750020345053,-20.826666259765602,80.7980994365296,4.711401138613979,0,0
1979-02-08,141.87675094604492,147.47208404541016,-23.898750050862606,80.48780962288369,3.6246847319995523,0,0
1979-02-09,107.19816827774048,183.66208457946777,-24.241665903727192,79.65807761434543,2.6434663972529897,0,0.0012879999727010726
1979-02-10,95.14474884668986,241.3829142252604,-17.68749847412107,83.14139221530243,3.9984862167283968,0,0.008376999935135245
1979-02-11,102.61012474695842,258.8624973297119,-13.479168955485003,83.91570114749342,2.8565796547502296,0,0.012490000016987322
1979-02-12,112.28270610173543,242.81333351135254,-12.85000076293943,84.96282118666691,3.096228431826945,0,0.030799000523984432
1979-02-13,99.83845822016399,260.46666526794434,-11.510413869221983,86.07508846392413,3.503292411545209,0,0.0023660000041127206
1979-02-14,131.91012636820474,253.72249794006348,-7.0987482706705505,92.37161316679985,4.251588092605164,0,0.003611000031232834
1979-02-15,51.172999461491905,267.5970821380615,-9.315831247965471,88.06131903033373,6.749860827480273,0,0.030516999862156807
1979-02-16,146.56537691752115,168.4766642252604,-23.1916679382324,77.95059754719624,6.612920195695981,0,0.00211599996779114
1979-02-17,140.6604986190796,162.90124893188477,-24.805833562215145,79.4148598176407,4.050779813940572,0,0
1979-02-18,142.09208393096924,220.3337491353353,-16.555833562215145,82.62038411075496,4.462982515771661,0,0.003919999897480011
